Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,intentional_duplicate (run),Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,treatment
SRR19992764,RNA-Seq,GRCH38.P7,76,2095355188,PRJNA855976,SAMN29512405,367107579,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033877,NextSeq 500,,GSM6294132,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:11:00Z,1,GSM6294132,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992765,RNA-Seq,GRCH38.P7,76,2701260932,PRJNA855976,SAMN29512406,473628742,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033876,NextSeq 500,,GSM6294131,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:39:00Z,1,GSM6294131,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992766,RNA-Seq,GRCH38.P7,76,1950408064,PRJNA855976,SAMN29512407,350007011,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033875,NextSeq 500,,GSM6294130,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:19:00Z,1,GSM6294130,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992767,RNA-Seq,GRCH38.P7,76,2057622404,PRJNA855976,SAMN29512408,366959746,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033874,NextSeq 500,,GSM6294129,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:12:00Z,1,GSM6294129,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992768,RNA-Seq,GRCH38.P7,76,1675054972,PRJNA855976,SAMN29512409,295494837,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033873,NextSeq 500,,GSM6294128,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:12:00Z,1,GSM6294128,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992769,RNA-Seq,GRCH38.P7,76,1767350588,PRJNA855976,SAMN29512410,312519761,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033872,NextSeq 500,,GSM6294127,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:14:00Z,1,GSM6294127,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992770,RNA-Seq,GRCH38.P7,75,2299338549,PRJNA855976,SAMN29512411,377922927,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033871,NextSeq 500,,GSM6294126,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:11:00Z,1,GSM6294126,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992771,RNA-Seq,GRCH38.P7,75,2268331348,PRJNA855976,SAMN29512412,380292214,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033870,NextSeq 500,,GSM6294125,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294125,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992772,RNA-Seq,GRCH38.P7,75,2043597813,PRJNA855976,SAMN29512413,348711483,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033869,NextSeq 500,,GSM6294124,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:16:00Z,1,GSM6294124,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992773,RNA-Seq,GRCH38.P7,75,2483460073,PRJNA855976,SAMN29512414,398313768,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033868,NextSeq 500,,GSM6294123,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:14:00Z,1,GSM6294123,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992774,RNA-Seq,GRCH38.P7,75,2012751524,PRJNA855976,SAMN29512415,342373764,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033867,NextSeq 500,,GSM6294122,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:09:00Z,1,GSM6294122,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992775,RNA-Seq,GRCH38.P7,75,2132065557,PRJNA855976,SAMN29512416,350481076,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033866,NextSeq 500,,GSM6294121,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:11:00Z,1,GSM6294121,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992776,RNA-Seq,GRCH38.P7,75,1836062595,PRJNA855976,SAMN29512417,303602782,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033865,NextSeq 500,,GSM6294120,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:11:00Z,1,GSM6294120,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992777,RNA-Seq,GRCH38.P7,75,2535328375,PRJNA855976,SAMN29512418,417612976,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033864,NextSeq 500,,GSM6294119,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:11:00Z,1,GSM6294119,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992778,RNA-Seq,GRCH38.P7,75,1982675397,PRJNA855976,SAMN29512419,331934247,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033863,NextSeq 500,,GSM6294118,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:19:00Z,1,GSM6294118,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992779,RNA-Seq,GRCH38.P7,75,1837489254,PRJNA855976,SAMN29512420,305523031,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033862,NextSeq 500,,GSM6294117,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:13:00Z,1,GSM6294117,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992780,RNA-Seq,GRCH38.P7,75,1958210745,PRJNA855976,SAMN29512421,323613226,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033861,NextSeq 500,,GSM6294116,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294116,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992781,RNA-Seq,GRCH38.P7,75,1971154951,PRJNA855976,SAMN29512422,335148467,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033860,NextSeq 500,,GSM6294115,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294115,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992782,RNA-Seq,GRCH38.P7,75,1768853103,PRJNA855976,SAMN29512423,307732969,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033859,NextSeq 500,,GSM6294114,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:15:00Z,1,GSM6294114,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992783,RNA-Seq,GRCH38.P7,75,1794399038,PRJNA855976,SAMN29512424,304757149,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033858,NextSeq 500,,GSM6294113,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:14:00Z,1,GSM6294113,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992784,RNA-Seq,GRCH38.P7,75,2420341149,PRJNA855976,SAMN29512425,404787770,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033857,NextSeq 500,,GSM6294112,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294112,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992785,RNA-Seq,GCA_000001405.13,75,1836755739,PRJNA855976,SAMN29512426,288758991,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033856,NextSeq 500,,GSM6294111,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-28T19:42:00Z,1,GSM6294111,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992786,RNA-Seq,GRCH38.P7,75,2090993065,PRJNA855976,SAMN29512427,344634105,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033855,NextSeq 500,,GSM6294110,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:14:00Z,1,GSM6294110,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992787,RNA-Seq,GRCH38.P7,75,1864324789,PRJNA855976,SAMN29512428,309174750,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033854,NextSeq 500,,GSM6294109,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:16:00Z,1,GSM6294109,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992788,RNA-Seq,GRCH38.P7,75,1870411729,PRJNA855976,SAMN29512429,312623568,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033853,NextSeq 500,,GSM6294108,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:15:00Z,1,GSM6294108,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992789,RNA-Seq,GRCH38.P7,76,1431388864,PRJNA855976,SAMN29512430,215154860,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033852,NextSeq 500,,GSM6294107,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:09:00Z,1,GSM6294107,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992790,RNA-Seq,GRCH38.P7,76,1634550392,PRJNA855976,SAMN29512431,246039442,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033851,NextSeq 500,,GSM6294106,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:15:00Z,1,GSM6294106,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992791,RNA-Seq,GRCH38.P7,76,1518468068,PRJNA855976,SAMN29512432,227435967,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033850,NextSeq 500,,GSM6294105,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:16:00Z,1,GSM6294105,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992792,RNA-Seq,GRCH38.P7,76,1336801392,PRJNA855976,SAMN29512433,208285596,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033849,NextSeq 500,,GSM6294104,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:09:00Z,1,GSM6294104,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992793,RNA-Seq,GRCH38.P7,76,1363574292,PRJNA855976,SAMN29512434,218339510,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033848,NextSeq 500,,GSM6294103,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:11:00Z,1,GSM6294103,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992794,RNA-Seq,GRCH38.P7,76,1442962524,PRJNA855976,SAMN29512435,247273093,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033847,NextSeq 500,,GSM6294102,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:20:00Z,1,GSM6294102,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992795,RNA-Seq,GRCH38.P7,76,1306146792,PRJNA855976,SAMN29512436,203317241,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033846,NextSeq 500,,GSM6294101,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:08:00Z,1,GSM6294101,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992796,RNA-Seq,GRCH38.P7,76,1405355748,PRJNA855976,SAMN29512437,217013625,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033845,NextSeq 500,,GSM6294100,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:08:00Z,1,GSM6294100,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992797,RNA-Seq,GRCH38.P7,76,1751010132,PRJNA855976,SAMN29512438,260489015,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033844,NextSeq 500,,GSM6294099,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:33:00Z,1,GSM6294099,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992798,RNA-Seq,GRCH38.P7,76,1541955944,PRJNA855976,SAMN29512439,228886596,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033843,NextSeq 500,,GSM6294098,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:14:00Z,1,GSM6294098,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992799,RNA-Seq,GRCH38.P7,76,1391461124,PRJNA855976,SAMN29512440,231650425,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033842,NextSeq 500,,GSM6294097,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:19:00Z,1,GSM6294097,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992800,RNA-Seq,GRCH38.P7,76,1592047240,PRJNA855976,SAMN29512441,239520110,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033841,NextSeq 500,,GSM6294096,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294096,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992801,RNA-Seq,GRCH38.P7,76,1350355232,PRJNA855976,SAMN29512442,206237779,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033840,NextSeq 500,,GSM6294095,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:08:00Z,1,GSM6294095,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992802,RNA-Seq,GRCH38.P7,76,1333796352,PRJNA855976,SAMN29512443,205515381,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033839,NextSeq 500,,GSM6294094,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294094,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992803,RNA-Seq,GRCH38.P7,76,1564061912,PRJNA855976,SAMN29512444,233292896,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033838,NextSeq 500,,GSM6294093,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294093,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992804,RNA-Seq,GCA_000001405.13,76,1409966440,PRJNA855976,SAMN29512445,215315648,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033837,NextSeq 500,,GSM6294092,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-28T19:37:00Z,1,GSM6294092,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992805,RNA-Seq,GRCH38.P7,76,1486771888,PRJNA855976,SAMN29512446,220195056,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033836,NextSeq 500,,GSM6294091,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:10:00Z,1,GSM6294091,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992806,RNA-Seq,GRCH38.P7,76,1309144004,PRJNA855976,SAMN29512447,201314408,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033835,NextSeq 500,,GSM6294090,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:09:00Z,1,GSM6294090,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992807,RNA-Seq,GRCH38.P7,76,1409718680,PRJNA855976,SAMN29512448,210847154,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033834,NextSeq 500,,GSM6294089,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:11:00Z,1,GSM6294089,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992808,RNA-Seq,GRCH38.P7,76,1357531912,PRJNA855976,SAMN29512449,199283606,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033833,NextSeq 500,,GSM6294088,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:29:00Z,1,GSM6294088,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992809,RNA-Seq,GRCH38.P7,76,1451658140,PRJNA855976,SAMN29512450,221739285,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033832,NextSeq 500,,GSM6294087,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:09:00Z,1,GSM6294087,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
SRR19992810,RNA-Seq,GRCH38.P7,76,1554871232,PRJNA855976,SAMN29512451,231272445,"CEMM KRISHNADATH, GASTROENTEROLOGY, ACADEMIC MEDICAL CENTRE AMSTERDAM",public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16033831,NextSeq 500,,GSM6294086,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2023-01-08T00:00:00Z,2022-07-05T21:11:00Z,1,GSM6294086,esophageal adenocarcinoma,SRP385004,esophageal adenocarcinoma,untreated
